epoch,train_points,train_acc1_mean,train_acc1_last,train_loss_mean,train_loss_last,train_step_last,elapsed_hours_last,recover_points,recover_acc1_best,recover_acc1_mean,recover_loss_best,recover_matched_any,recover_elapsed_hours_last
21,238,0.17399701876800602,0.1740458607673645,2.787379927995826,2.783463954925537,522451,1.7847222222222223,13,0.19921875,0.18599759615384615,2.7975127696990967,False,1.7852777777777777
22,238,0.1740712147174763,0.17408528923988342,2.7944613154194937,2.7647898197174072,546201,1.8658333333333332,13,0.19921875,0.1814903846153846,2.7968242168426514,False,1.8666666666666667
23,238,0.1741203944973585,0.17415761947631836,2.7971198398525976,2.7634434700012207,569951,1.9461111111111111,13,0.19921875,0.17998798076923078,2.796414375305176,False,1.9472222222222222
24,238,0.1741685341386234,0.17417079210281372,2.793068066364577,2.7551302909851074,593701,2.027222222222222,12,0.20703125,0.17643229166666666,2.796954870223999,False,2.0277777777777777
25,238,0.1742074207222762,0.17422901093959808,2.7947741045671353,2.7701287269592285,617451,2.1080555555555556,13,0.203125,0.18028846153846154,2.796778678894043,False,2.108611111111111
26,238,0.17427249666021652,0.17431282997131348,2.789274698545953,2.756289005279541,641201,2.1894444444444443,13,0.19921875,0.17668269230769232,2.7955758571624756,False,2.19
27,238,0.17433929988065688,0.17435947060585022,2.799120688638767,2.786494016647339,664951,2.2708333333333335,13,0.203125,0.18269230769230768,2.7964491844177246,False,2.2713888888888887
28,238,0.17437083781266413,0.1743927150964737,2.801378904270525,2.994128942489624,688701,2.352222222222222,13,0.20703125,0.17998798076923078,2.7960448265075684,False,2.352777777777778
29,238,0.17441735692134425,0.17444998025894165,2.7975543036180386,2.777039051055908,712451,2.4330555555555557,13,0.203125,0.17818509615384615,2.7936782836914062,False,2.4338888888888888
30,238,0.17447783785457371,0.17449794709682465,2.7890645646247543,2.771092414855957,736201,2.513888888888889,13,0.203125,0.18118990384615385,2.7958498001098633,False,2.515
31,238,0.17451704268445487,0.17453838884830475,2.794729157656181,2.7308316230773926,759951,2.5947222222222224,13,0.19921875,0.18088942307692307,2.7969987392425537,False,2.595833333333333
32,238,0.17458262701495356,0.17460469901561737,2.794967099398124,2.7798004150390625,783701,2.6755555555555555,12,0.1953125,0.18098958333333334,2.7962231636047363,False,2.676388888888889
33,238,0.1746285572147169,0.1746334284543991,2.7979258489208063,2.765054225921631,807451,2.757222222222222,13,0.19921875,0.17878605769230768,2.795438766479492,False,2.7577777777777777
34,238,0.1746644610617341,0.17467352747917175,2.79953581745885,2.7854371070861816,831201,2.8380555555555556,13,0.203125,0.18058894230769232,2.7965915203094482,False,2.838611111111111
35,238,0.1746929659187293,0.1747075319290161,2.79438009382296,2.7611184120178223,854951,2.9191666666666665,13,0.20703125,0.18329326923076922,2.7945985794067383,False,2.92
36,238,0.1747368696857901,0.17475320398807526,2.793124390249493,2.7560553550720215,878701,3.0,13,0.19921875,0.1775841346153846,2.7955098152160645,False,3.0008333333333335
37,238,0.17477121579797328,0.17478317022323608,2.798201246421878,2.847411632537842,902451,3.0808333333333335,13,0.19921875,0.17728365384615385,2.793959140777588,False,3.0816666666666666
38,238,0.17480117833914877,0.17480486631393433,2.792942307576412,2.774625778198242,926201,3.1625,13,0.19921875,0.18239182692307693,2.7956063747406006,False,3.1630555555555557
39,238,0.17482015139916363,0.17483724653720856,2.7969403998190616,2.729506254196167,949951,3.242777777777778,13,0.203125,0.18209134615384615,2.7952075004577637,False,3.243888888888889
40,238,0.17484481664014465,0.17484037578105927,2.7869573420837144,2.7791335582733154,973701,3.323611111111111,12,0.1953125,0.17154947916666666,2.7973387241363525,False,3.3241666666666667
41,238,0.17486334573320983,0.17486880719661713,2.7925062309794066,3.146533966064453,997451,3.4052777777777776,13,0.19921875,0.1739783653846154,2.795795440673828,False,3.4058333333333333
42,238,0.17488564982885071,0.17488764226436615,2.7942178890484723,2.8758187294006348,1021201,3.486111111111111,13,0.19921875,0.18028846153846154,2.7952609062194824,False,3.4869444444444446
43,238,0.1748984808556172,0.1749061644077301,2.7876152441281232,2.780367851257324,1044951,3.567222222222222,13,0.1953125,0.17998798076923078,2.7952911853790283,False,3.5677777777777777
44,238,0.17492094930230068,0.17492814362049103,2.7962034660227157,2.752375602722168,1068701,3.648888888888889,13,0.2109375,0.17548076923076922,2.7950351238250732,False,3.6494444444444443
45,238,0.17494449877187984,0.17494915425777435,2.8004394559299244,2.766848564147949,1092451,3.7294444444444443,13,0.1953125,0.1814903846153846,2.7950046062469482,False,3.730277777777778
46,238,0.1749653014816156,0.1749742031097412,2.7846981577512597,2.7467799186706543,1116201,3.8105555555555557,13,0.203125,0.17698317307692307,2.7948765754699707,False,3.811111111111111
47,238,0.1749852186992389,0.17498669028282166,2.789874606773633,2.9074668884277344,1139951,3.890833333333333,13,0.19921875,0.18118990384615385,2.795860767364502,False,3.892777777777778
48,238,0.17499958410733887,0.17500419914722443,2.7927374569307855,2.894162654876709,1163701,3.972777777777778,12,0.203125,0.18033854166666666,2.795194387435913,False,3.973333333333333
49,238,0.1750190666242808,0.1750263273715973,2.791844857840979,2.902462959289551,1187451,4.053333333333334,13,0.19140625,0.17578125,2.7956089973449707,False,4.054166666666666
50,238,0.17504064037519343,0.17504841089248657,2.795157123012703,2.7565395832061768,1211201,4.134166666666666,13,0.20703125,0.17998798076923078,2.795563220977783,False,4.135
51,238,0.17506022632372478,0.1750698983669281,2.797245019624213,2.7710483074188232,1234951,4.215277777777778,13,0.1953125,0.17457932692307693,2.794341802597046,False,4.215833333333333
52,238,0.17508143462052866,0.17508263885974884,2.7911963252460255,2.753923177719116,1258701,4.2972222222222225,13,0.19921875,0.1775841346153846,2.795579433441162,False,4.297777777777778
53,238,0.1750901656366196,0.17509689927101135,2.788051758493696,2.7544105052948,1282451,4.377777777777778,13,0.1953125,0.17668269230769232,2.7956178188323975,False,4.378333333333333
54,238,0.17511344650963775,0.1751253753900528,2.790058883298345,2.7830605506896973,1306201,4.459444444444444,13,0.1953125,0.17668269230769232,2.7966744899749756,False,4.46
55,238,0.17513694858350673,0.17514550685882568,2.7975684163951073,2.7451882362365723,1329951,4.539722222222222,13,0.1875,0.17908653846153846,2.796776294708252,False,4.541111111111111
56,238,0.17516117737072856,0.17516571283340454,2.793341610611988,2.8913865089416504,1353701,4.621111111111111,12,0.20703125,0.1767578125,2.7959988117218018,False,4.621666666666667
57,238,0.17517988584121735,0.17518217861652374,2.79674056097239,2.7570908069610596,1377451,4.7027777777777775,13,0.1953125,0.17908653846153846,2.796544313430786,False,4.703333333333333
58,238,0.17519423935343237,0.17519144713878632,2.7876644034345612,2.7903783321380615,1401201,4.783611111111111,13,0.2109375,0.17698317307692307,2.794888496398926,False,4.7844444444444445
59,238,0.17520054241939753,0.17520453035831451,2.789049264763584,2.7584176063537598,1424951,4.864722222222222,13,0.203125,0.1778846153846154,2.796849250793457,False,4.865277777777778
60,238,0.17521391220453406,0.17522038519382477,2.794493754370874,2.7733447551727295,1448701,4.9463888888888885,13,0.19921875,0.17908653846153846,2.795772075653076,False,4.947222222222222
61,238,0.17522900257290913,0.17522463202476501,2.7961618239138306,2.754584789276123,1472451,5.0275,13,0.19921875,0.18088942307692307,2.7969179153442383,False,5.0280555555555555
62,238,0.17523285239434042,0.17523585259914398,2.79187231204089,2.7380270957946777,1496201,5.108888888888889,13,0.19921875,0.17518028846153846,2.7942519187927246,False,5.109444444444445
63,238,0.1752448592241071,0.17525248229503632,2.797783962818755,2.775766134262085,1519951,5.189166666666667,13,0.203125,0.18359375,2.7964463233947754,False,5.190277777777778
64,238,0.1752620999928282,0.17526686191558838,2.799263156762644,2.7474865913391113,1543701,5.270555555555555,12,0.203125,0.17610677083333334,2.79484486579895,False,5.271388888888889
65,238,0.17527628746353277,0.17528019845485687,2.7899889164612075,2.7886879444122314,1567451,5.351666666666667,13,0.203125,0.17427884615384615,2.796077251434326,False,5.3525
66,238,0.17529322244539983,0.1753006875514984,2.7929979071897617,2.7445333003997803,1591201,5.432777777777778,13,0.1953125,0.17487980769230768,2.7966275215148926,False,5.433333333333334
67,238,0.17531228240798502,0.175320565700531,2.7959744509528663,2.797441005706787,1614951,5.514444444444444,13,0.1953125,0.17487980769230768,2.796062707901001,False,5.515
68,238,0.17532962936313212,0.17533186078071594,2.788265806286275,2.7867469787597656,1638701,5.595277777777778,13,0.19140625,0.17818509615384615,2.7969090938568115,False,5.595833333333333
69,238,0.17533997458820583,0.17534378170967102,2.796722514288766,2.771160125732422,1662451,5.675833333333333,13,0.2109375,0.18299278846153846,2.7960245609283447,False,5.676388888888889
70,238,0.17535537030516551,0.1753566563129425,2.7946714393231047,2.7676610946655273,1686201,5.756666666666667,13,0.19921875,0.17848557692307693,2.794970989227295,False,5.758333333333334
71,238,0.17537029657293768,0.17537249624729156,2.792801178803965,2.7717390060424805,1709951,5.838055555555556,13,0.203125,0.17638221153846154,2.7960963249206543,False,5.839166666666666
72,238,0.17538471595078958,0.17538726329803467,2.7965381215600407,2.7335896492004395,1733701,5.9191666666666665,12,0.2109375,0.17610677083333334,2.795877695083618,False,5.919722222222222
73,238,0.1753911746650183,0.17539535462856293,2.7927890705461262,2.909841537475586,1757451,5.999722222222222,13,0.203125,0.18719951923076922,2.795295000076294,False,6.000277777777778
74,238,0.1754035339886401,0.175400972366333,2.7886785429064966,2.7438645362854004,1781201,6.081111111111111,13,0.19921875,0.17848557692307693,2.796422004699707,False,6.081944444444445
75,238,0.17541101831598443,0.17540805041790009,2.7950577866129516,2.7881762981414795,1804951,6.162222222222222,13,0.19921875,0.1775841346153846,2.795868396759033,False,6.1627777777777775
76,238,0.17541416671847096,0.17541953921318054,2.792652088053086,2.7653679847717285,1828701,6.243333333333333,13,0.1875,0.17427884615384615,2.7942309379577637,False,6.244166666666667
77,238,0.17542776697072662,0.17543020844459534,2.7981840852929762,2.7686047554016113,1852451,6.324166666666667,13,0.1953125,0.17277644230769232,2.7937328815460205,False,6.324722222222222
78,238,0.17544078413678818,0.17544865608215332,2.7955256480128825,2.9061341285705566,1876201,6.405833333333334,13,0.1953125,0.17578125,2.7965621948242188,False,6.406666666666666
79,238,0.1754600468302975,0.1754651814699173,2.8009924748364616,2.787557601928711,1899951,6.486111111111111,13,0.1953125,0.17037259615384615,2.7960045337677,False,6.487222222222222
80,238,0.17547263092353566,0.17547328770160675,2.795278529159161,2.775325298309326,1923701,6.566944444444444,12,0.203125,0.17513020833333334,2.796165704727173,False,6.5675
81,238,0.17547991878094793,0.17548005282878876,2.795354072787181,2.7909018993377686,1947451,6.647777777777778,13,0.19140625,0.17247596153846154,2.795215368270874,False,6.648333333333333
82,238,0.17548712731159033,0.17549015581607819,2.8043798458676377,2.7896242141723633,1971201,6.729166666666667,13,0.19921875,0.18058894230769232,2.794497489929199,False,6.729722222222223
83,238,0.1754934295010166,0.17549200356006622,2.7977139348743343,2.7588109970092773,1994951,6.810277777777777,13,0.2109375,0.18028846153846154,2.792874813079834,False,6.811111111111111
84,238,0.1755017841062626,0.17550522089004517,2.799008868321651,2.7760074138641357,2018701,6.891111111111111,13,0.19140625,0.17337740384615385,2.7968339920043945,False,6.891666666666667
85,238,0.1755108805764623,0.1755092591047287,2.7919492751610377,2.7542104721069336,2042451,6.971666666666667,13,0.20703125,0.17908653846153846,2.796151876449585,False,6.973333333333334
86,238,0.17551441396735296,0.1755102425813675,2.7999749113531673,2.8941733837127686,2066201,7.053333333333334,13,0.1953125,0.17728365384615385,2.796198606491089,False,7.054166666666666
87,238,0.1755113642381019,0.17551027238368988,2.789301977438085,2.7444252967834473,2089951,7.133611111111111,13,0.19140625,0.16766826923076922,2.794344186782837,False,7.134722222222222
88,238,0.17551891155102672,0.17552246153354645,2.78840084336385,2.7425034046173096,2113701,7.215277777777778,12,0.19140625,0.17838541666666666,2.7954835891723633,False,7.215833333333333
89,238,0.17552991230197312,0.17553019523620605,2.7929000584017327,2.772576093673706,2137451,7.296666666666667,13,0.19140625,0.18389423076923078,2.7962069511413574,False,7.2972222222222225
90,238,0.17553315405585185,0.1755344271659851,2.7986979785085726,2.7864246368408203,2161201,7.3775,13,0.20703125,0.17938701923076922,2.7962379455566406,False,7.378055555555555
91,238,0.17554041674407592,0.1755453199148178,2.7951921264664468,2.882162570953369,2184951,7.458055555555555,13,0.19140625,0.17217548076923078,2.795382499694824,False,7.458611111111111
92,238,0.175548706297614,0.17555353045463562,2.795809275963727,3.1519148349761963,2208701,7.539444444444444,13,0.2109375,0.18299278846153846,2.7967283725738525,False,7.540277777777778
93,238,0.1755594176028957,0.17556384205818176,2.7954468757164577,2.750819683074951,2232451,7.620277777777778,13,0.1953125,0.17487980769230768,2.7967324256896973,False,7.620833333333334
94,238,0.17557065226450688,0.17557384073734283,2.793119616869117,2.892383098602295,2256201,7.7011111111111115,13,0.1953125,0.17698317307692307,2.7968311309814453,False,7.7027777777777775
95,238,0.175580916347123,0.17558321356773376,2.7937092650838258,2.78698992729187,2279951,7.7825,13,0.203125,0.1796875,2.796476125717163,False,7.783611111111111
96,238,0.17559146843537562,0.17559503018856049,2.794771781488627,2.758448362350464,2303701,7.863333333333333,12,0.18359375,0.1728515625,2.7946622371673584,False,7.863888888888889
97,238,0.1756007172355131,0.17559814453125,2.799998022928959,2.7815325260162354,2327451,7.943888888888889,13,0.2109375,0.17608173076923078,2.795954465866089,False,7.9447222222222225
98,238,0.17560133513282328,0.17560280859470367,2.792497324342487,2.879927158355713,2351201,8.024722222222222,13,0.19140625,0.17728365384615385,2.796663522720337,False,8.025277777777777
99,238,0.17560544203059011,0.17560668289661407,2.794810365228092,2.7367024421691895,2374951,8.1075,13,0.19140625,0.17578125,2.7959723472595215,False,8.108055555555556
100,238,0.1756121283318816,0.17561350762844086,2.790973929797902,2.7710866928100586,2398701,8.189722222222223,13,0.1953125,0.17908653846153846,2.795238971710205,False,8.190277777777778
101,238,0.1756177952810496,0.17562013864517212,2.7924071269876816,3.031248092651367,2422451,8.272222222222222,13,0.203125,0.1796875,2.7973461151123047,False,8.273055555555555
102,238,0.17562560461649374,0.17562301456928253,2.7921286751242245,2.765573024749756,2446201,8.355,12,0.1875,0.17740885416666666,2.7960774898529053,False,8.354444444444445
